机场	起飞/到达	航线名
北京首都国际机场	18:00	
西安咸阳国际机场	16:00	西安到北京
北京首都国际机场	18:00	
上海虹桥国际机场	16:00	上海到北京
北京首都国际机场	18:15	
昆明长水国际机场	16:00	昆明到北京
北京首都国际机场	19:35	
南阳姜营机场	16:15	南阳到北京
北京首都国际机场	18:15	
南阳姜营机场	16:15	南阳到北京
北京首都国际机场	18:15	
南阳姜营机场	16:15	南阳到北京
北京首都国际机场	18:15	
漠河机场	16:20	漠河到北京
北京首都国际机场	21:05	
昆明长水国际机场	16:20	昆明到北京
北京首都国际机场	21:25	
贵阳龙洞堡国际机场	16:20	贵阳到北京
北京首都国际机场	19:15	
青岛流亭国际机场	16:20	青岛到北京
北京首都国际机场	17:55	
青岛流亭国际机场	16:20	青岛到北京
北京首都国际机场	17:55	
贵阳龙洞堡国际机场	16:20	贵阳到北京
北京首都国际机场	19:15	
贵阳龙洞堡国际机场	16:20	贵阳到北京
北京首都国际机场	19:15	
和田机场	16:25	和田到北京
北京首都国际机场	23:15	
喀什机场	16:25	喀什到北京
北京首都国际机场	22:55	
和田机场	16:25	和田到北京
北京首都国际机场	23:15	
喀什机场	16:25	喀什到北京
北京首都国际机场	22:55	
和田机场	16:25	和田到北京
北京首都国际机场	23:15	
喀什机场	16:25	喀什到北京
北京首都国际机场	22:55	
和田机场	16:25	和田到北京
北京首都国际机场	23:15	
喀什机场	16:25	喀什到北京
北京首都国际机场	22:55	
赣州黄金机场	16:25	赣州到北京
北京首都国际机场	19:20	
武汉天河国际机场	16:30	武汉到北京
北京首都国际机场	18:25	
乌鲁木齐地窝堡国际机场	16:30	乌鲁木齐到北京
北京首都国际机场	20:15	
乌鲁木齐地窝堡国际机场	16:30	乌鲁木齐到北京
北京首都国际机场	20:15	
武汉天河国际机场	16:30	武汉到北京
北京首都国际机场	18:25	
阿克苏机场	16:35	阿克苏到北京
北京首都国际机场	22:55	
阿克苏机场	16:35	阿克苏到北京
北京首都国际机场	23:05	
伊宁市伊宁机场	16:40	伊宁市到北京
北京首都国际机场	22:05	
伊宁市伊宁机场	16:40	伊宁市到北京
北京首都国际机场	22:15	
伊宁市伊宁机场	16:40	伊宁市到北京
北京首都国际机场	22:20	
伊宁市伊宁机场	16:40	伊宁市到北京
北京首都国际机场	22:05	
伊宁市伊宁机场	16:40	伊宁市到北京
北京首都国际机场	22:15	
伊宁市伊宁机场	16:40	伊宁市到北京
北京首都国际机场	22:20	
伊宁市伊宁机场	16:40	伊宁市到北京
北京首都国际机场	22:05	
伊宁市伊宁机场	16:40	伊宁市到北京
北京首都国际机场	22:15	
伊宁市伊宁机场	16:40	伊宁市到北京
北京首都国际机场	22:20	
上海浦东国际机场	16:40	上海到北京
北京首都国际机场	19:05	
杭州萧山国际机场	16:40	杭州到北京
北京首都国际机场	19:05	
洛阳北郊机场	16:40	洛阳到北京
北京首都国际机场	18:25	
杭州萧山国际机场	16:40	杭州到北京
北京首都国际机场	19:05	
上海浦东国际机场	16:40	上海到北京
北京首都国际机场	19:05	
建三江机场	16:45	建三江到北京
北京首都国际机场	21:25	
厦门高崎国际机场	16:45	厦门到北京
北京首都国际机场	21:55	
厦门高崎国际机场	16:45	厦门到北京
北京首都国际机场	21:55	
建三江机场	16:45	建三江到北京
北京首都国际机场	21:25	
乌鲁木齐地窝堡国际机场	16:45	乌鲁木齐到北京
北京首都国际机场	20:30	
延吉朝阳川机场	16:45	延吉到北京
北京首都国际机场	19:05	
珠海金湾机场	16:45	珠海到北京
北京首都国际机场	20:05	
珠海金湾机场	16:45	珠海到北京
北京首都国际机场	20:10	
南京禄口国际机场	16:45	南京到北京
北京首都国际机场	18:45	
珠海金湾机场	16:45	珠海到北京
北京首都国际机场	20:05	
珠海金湾机场	16:45	珠海到北京
北京首都国际机场	20:10	
南京禄口国际机场	16:45	南京到北京
北京首都国际机场	18:45	
珠海金湾机场	16:45	珠海到北京
北京首都国际机场	20:05	
厦门高崎国际机场	17:00	厦门到北京
北京首都国际机场	20:05	
上海虹桥国际机场	17:00	上海到北京
北京首都国际机场	19:10	
上海虹桥国际机场	17:00	上海到北京
北京首都国际机场	19:10	
厦门高崎国际机场	17:00	厦门到北京
北京首都国际机场	20:05	
厦门高崎国际机场	17:00	厦门到北京
北京首都国际机场	20:05	
上海虹桥国际机场	17:00	上海到北京
北京首都国际机场	19:10	
上海虹桥国际机场	17:00	上海到北京
北京首都国际机场	19:10	
大连周水子国际机场	17:05	大连到北京
北京首都国际机场	18:30	
哈尔滨太平国际机场	17:05	哈尔滨到北京
北京首都国际机场	19:05	
昆明长水国际机场	17:10	昆明到北京
北京首都国际机场	20:30	
昆明长水国际机场	17:10	昆明到北京
北京首都国际机场	20:30	
昆明长水国际机场	17:10	昆明到北京
北京首都国际机场	20:30	
昆明长水国际机场	17:10	昆明到北京
北京首都国际机场	20:30	
西安咸阳国际机场	17:20	西安到北京
北京首都国际机场	19:10	
西安咸阳国际机场	17:20	西安到北京
北京首都国际机场	19:10	
青岛流亭国际机场	17:25	青岛到北京
北京首都国际机场	18:55	
青岛流亭国际机场	17:25	青岛到北京
北京首都国际机场	19:10	
青岛流亭国际机场	17:25	青岛到北京
北京首都国际机场	18:55	
青岛流亭国际机场	17:25	青岛到北京
北京首都国际机场	19:10	
厦门高崎国际机场	17:30	厦门到北京
北京首都国际机场	22:25	
厦门高崎国际机场	17:30	厦门到北京
北京首都国际机场	22:25	
厦门高崎国际机场	17:30	厦门到北京
北京首都国际机场	22:25	
长沙黄花国际机场	17:30	长沙到北京
北京首都国际机场	19:50	
上海虹桥国际机场	17:30	上海到北京
北京首都国际机场	19:50	
上海虹桥国际机场	17:30	上海到北京
北京首都国际机场	19:50	
上海虹桥国际机场	17:30	上海到北京
北京首都国际机场	19:50	
张掖甘州机场	17:35	张掖到北京
北京首都国际机场	23:20	
西宁曹家堡机场	17:35	西宁到北京
北京首都国际机场	20:00	
南宁吴圩国际机场	17:35	南宁到北京
北京首都国际机场	21:10	
南宁吴圩国际机场	17:35	南宁到北京
北京首都国际机场	21:10	
西宁曹家堡机场	17:35	西宁到北京
北京首都国际机场	20:00	
福州长乐国际机场	17:40	福州到北京
北京首都国际机场	20:35	
揭阳潮汕机场	17:40	揭阳到北京
北京首都国际机场	20:45	
揭阳潮汕机场	17:40	揭阳到北京
北京首都国际机场	21:00	
揭阳潮汕机场	17:40	揭阳到北京
北京首都国际机场	20:45	
揭阳潮汕机场	17:40	揭阳到北京
北京首都国际机场	21:00	
揭阳潮汕机场	17:40	揭阳到北京
北京首都国际机场	20:45	
揭阳潮汕机场	17:40	揭阳到北京
北京首都国际机场	21:00	
福州长乐国际机场	17:40	福州到北京
北京首都国际机场	20:35	
西双版纳嘎洒国际机场	17:45	西双版纳到北京
北京首都国际机场	23:15	
西宁曹家堡机场	17:45	西宁到北京
北京首都国际机场	20:20	
昆明长水国际机场	17:50	昆明到北京
北京首都国际机场	21:20	
昆明长水国际机场	17:50	昆明到北京
北京首都国际机场	21:25	
昆明长水国际机场	17:50	昆明到北京
北京首都国际机场	21:20	
昆明长水国际机场	17:50	昆明到北京
北京首都国际机场	21:25	
昆明长水国际机场	17:50	昆明到北京
北京首都国际机场	21:20	
昆明长水国际机场	17:50	昆明到北京
北京首都国际机场	21:25	
乌鲁木齐地窝堡国际机场	17:55	乌鲁木齐到北京
北京首都国际机场	0:05	
乌鲁木齐地窝堡国际机场	17:55	乌鲁木齐到北京
北京首都国际机场	0:05	
海口美兰国际机场	17:55	海口到北京
北京首都国际机场	0:35	
重庆江北国际机场	17:55	重庆到北京
北京首都国际机场	20:40	
延吉朝阳川机场	17:55	延吉到北京
北京首都国际机场	20:30	
重庆江北国际机场	17:55	重庆到北京
北京首都国际机场	20:40	
武汉天河国际机场	17:55	武汉到北京
北京首都国际机场	20:05	
重庆江北国际机场	17:55	重庆到北京
北京首都国际机场	20:40	
武汉天河国际机场	17:55	武汉到北京
北京首都国际机场	20:05	
重庆江北国际机场	17:55	重庆到北京
北京首都国际机场	20:40	
重庆江北国际机场	17:55	重庆到北京
北京首都国际机场	20:40	
延吉朝阳川机场	17:55	延吉到北京
北京首都国际机场	20:30	
乌鲁木齐地窝堡国际机场	18:00	乌鲁木齐到北京
北京首都国际机场	21:40	
达州河市机场	18:00	达州到北京
北京首都国际机场	20:30	
厦门高崎国际机场	18:00	厦门到北京
北京首都国际机场	20:55	
成都双流国际机场	18:00	成都到北京
北京首都国际机场	20:45	
广州白云国际机场	18:00	广州到北京
北京首都国际机场	21:20	
上海虹桥国际机场	18:00	上海到北京
北京首都国际机场	20:25	
乌鲁木齐地窝堡国际机场	18:00	乌鲁木齐到北京
北京首都国际机场	21:40	
广州白云国际机场	18:00	广州到北京
北京首都国际机场	21:20	
广州白云国际机场	18:00	广州到北京
北京首都国际机场	21:20	
上海虹桥国际机场	18:00	上海到北京
北京首都国际机场	20:25	
厦门高崎国际机场	18:00	厦门到北京
北京首都国际机场	20:55	
乌鲁木齐地窝堡国际机场	18:00	乌鲁木齐到北京
北京首都国际机场	21:40	
达州河市机场	18:00	达州到北京
北京首都国际机场	20:30	
厦门高崎国际机场	18:00	厦门到北京
北京首都国际机场	20:55	
成都双流国际机场	18:00	成都到北京
北京首都国际机场	20:45	
重庆江北国际机场	18:05	重庆到北京
北京首都国际机场	20:40	
厦门高崎国际机场	18:05	厦门到北京
北京首都国际机场	21:10	
泉州晋江机场	18:05	泉州到北京
北京首都国际机场	20:55	
重庆江北国际机场	18:05	重庆到北京
北京首都国际机场	20:40	
南京禄口国际机场	18:05	南京到北京
北京首都国际机场	20:15	
重庆江北国际机场	18:05	重庆到北京
北京首都国际机场	20:40	
乌鲁木齐地窝堡国际机场	18:00	乌鲁木齐到北京
北京首都国际机场	21:40	
达州河市机场	18:00	达州到北京
北京首都国际机场	20:30	
厦门高崎国际机场	18:00	厦门到北京
北京首都国际机场	20:55	
成都双流国际机场	18:00	成都到北京
北京首都国际机场	20:45	
重庆江北国际机场	18:05	重庆到北京
北京首都国际机场	20:40	
厦门高崎国际机场	18:05	厦门到北京
北京首都国际机场	21:10	
泉州晋江机场	18:05	泉州到北京
北京首都国际机场	20:55	
重庆江北国际机场	18:05	重庆到北京
北京首都国际机场	20:40	
南京禄口国际机场	18:05	南京到北京
北京首都国际机场	20:15	
重庆江北国际机场	18:05	重庆到北京
北京首都国际机场	20:40	
泉州晋江机场	18:05	泉州到北京
北京首都国际机场	20:55	
南京禄口国际机场	18:05	南京到北京
北京首都国际机场	20:15	
重庆江北国际机场	18:05	重庆到北京
北京首都国际机场	20:40	
厦门高崎国际机场	18:05	厦门到北京
北京首都国际机场	21:10	
重庆江北国际机场	18:05	重庆到北京
北京首都国际机场	20:40	
厦门高崎国际机场	18:05	厦门到北京
北京首都国际机场	21:10	
泉州晋江机场	18:05	泉州到北京
北京首都国际机场	20:55	
百色机场	18:10	百色到北京
北京首都国际机场	23:15	
南通兴东国际机场	18:10	南通到北京
北京首都国际机场	20:20	
杭州萧山国际机场	18:10	杭州到北京
北京首都国际机场	20:35	
百色机场	18:10	百色到北京
北京首都国际机场	23:15	
南通兴东国际机场	18:10	南通到北京
北京首都国际机场	20:20	
杭州萧山国际机场	18:10	杭州到北京
北京首都国际机场	20:35	
桂林两江国际机场	18:10	桂林到北京
北京首都国际机场	21:00	
桂林两江国际机场	18:10	桂林到北京
北京首都国际机场	21:15	
桂林两江国际机场	18:10	桂林到北京
北京首都国际机场	21:00	
桂林两江国际机场	18:10	桂林到北京
北京首都国际机场	21:15	
南通兴东国际机场	18:10	南通到北京
北京首都国际机场	20:20	
杭州萧山国际机场	18:10	杭州到北京
北京首都国际机场	20:35	
重庆江北国际机场	18:15	重庆到北京
北京首都国际机场	20:55	
重庆江北国际机场	18:15	重庆到北京
北京首都国际机场	21:05	
重庆江北国际机场	18:15	重庆到北京
北京首都国际机场	20:55	
重庆江北国际机场	18:15	重庆到北京
北京首都国际机场	21:05	
重庆江北国际机场	18:15	重庆到北京
北京首都国际机场	20:55	
重庆江北国际机场	18:15	重庆到北京
北京首都国际机场	21:05	
克拉玛依机场	18:20	克拉玛依到北京
北京首都国际机场	22:05	
克拉玛依机场	18:20	克拉玛依到北京
北京首都国际机场	22:15	
克拉玛依机场	18:20	克拉玛依到北京
北京首都国际机场	22:20	
克拉玛依机场	18:20	克拉玛依到北京
北京首都国际机场	22:05	
克拉玛依机场	18:20	克拉玛依到北京
北京首都国际机场	22:15	
克拉玛依机场	18:20	克拉玛依到北京
北京首都国际机场	22:20	
克拉玛依机场	18:20	克拉玛依到北京
北京首都国际机场	22:05	
克拉玛依机场	18:20	克拉玛依到北京
北京首都国际机场	22:15	
克拉玛依机场	18:20	克拉玛依到北京
北京首都国际机场	22:20	
泉州晋江机场	18:25	泉州到北京
北京首都国际机场	21:15	
泉州晋江机场	18:25	泉州到北京
北京首都国际机场	21:15	
烟台蓬莱国际机场	18:25	烟台到北京
北京首都国际机场	19:55	
泉州晋江机场	18:25	泉州到北京
北京首都国际机场	21:15	
中卫沙坡头机场	18:30	中卫到北京
北京首都国际机场	20:40	
中卫沙坡头机场	18:30	中卫到北京
北京首都国际机场	20:40	
珠海金湾机场	18:35	珠海到北京
北京首都国际机场	21:45	
珠海金湾机场	18:35	珠海到北京
北京首都国际机场	22:05	
珠海金湾机场	18:35	珠海到北京
北京首都国际机场	21:45	
珠海金湾机场	18:35	珠海到北京
北京首都国际机场	22:05	
义乌机场	18:45	义乌到北京
北京首都国际机场	21:10	
义乌机场	18:45	义乌到北京
北京首都国际机场	21:15	
义乌机场	18:45	义乌到北京
北京首都国际机场	21:10	
义乌机场	18:45	义乌到北京
北京首都国际机场	21:15	
义乌机场	18:45	义乌到北京
北京首都国际机场	21:10	
义乌机场	18:45	义乌到北京
北京首都国际机场	21:15	
银川河东机场	19:05	银川到北京
北京首都国际机场	21:00	
银川河东机场	19:05	银川到北京
北京首都国际机场	21:05	
武汉天河国际机场	19:05	武汉到北京
北京首都国际机场	21:05	
哈尔滨太平国际机场	19:05	哈尔滨到北京
北京首都国际机场	21:05	
银川河东机场	19:05	银川到北京
北京首都国际机场	20:55	
银川河东机场	19:05	银川到北京
北京首都国际机场	20:55	
大理机场	19:05	大理到北京
北京首都国际机场	22:30	
银川河东机场	19:05	银川到北京
北京首都国际机场	21:00	
银川河东机场	19:05	银川到北京
北京首都国际机场	21:05	
武汉天河国际机场	19:05	武汉到北京
北京首都国际机场	21:05	
上海浦东国际机场	19:10	上海到北京
北京首都国际机场	21:35	
宁波栎社国际机场	19:10	宁波到北京
北京首都国际机场	21:35	
银川河东机场	19:10	银川到北京
北京首都国际机场	21:15	
银川河东机场	19:10	银川到北京
北京首都国际机场	21:15	
宁波栎社国际机场	19:10	宁波到北京
北京首都国际机场	21:35	
西双版纳嘎洒国际机场	19:10	西双版纳到北京
北京首都国际机场	22:30	
深圳宝安国际机场	19:15	深圳到北京
北京首都国际机场	0:25	
乌鲁木齐地窝堡国际机场	19:15	乌鲁木齐到北京
北京首都国际机场	23:15	
乌鲁木齐地窝堡国际机场	19:15	乌鲁木齐到北京
北京首都国际机场	22:55	
哈尔滨太平国际机场	19:15	哈尔滨到北京
北京首都国际机场	21:25	
银川河东机场	19:05	银川到北京
北京首都国际机场	21:00	
银川河东机场	19:05	银川到北京
北京首都国际机场	21:05	
武汉天河国际机场	19:05	武汉到北京
北京首都国际机场	21:05	
上海浦东国际机场	19:10	上海到北京
北京首都国际机场	21:35	
宁波栎社国际机场	19:10	宁波到北京
北京首都国际机场	21:35	
银川河东机场	19:10	银川到北京
北京首都国际机场	21:15	
银川河东机场	19:10	银川到北京
北京首都国际机场	21:15	
宁波栎社国际机场	19:10	宁波到北京
北京首都国际机场	21:35	
西双版纳嘎洒国际机场	19:10	西双版纳到北京
北京首都国际机场	22:30	
深圳宝安国际机场	19:15	深圳到北京
北京首都国际机场	0:25	
乌鲁木齐地窝堡国际机场	19:15	乌鲁木齐到北京
北京首都国际机场	23:15	
乌鲁木齐地窝堡国际机场	19:15	乌鲁木齐到北京
北京首都国际机场	22:55	
哈尔滨太平国际机场	19:15	哈尔滨到北京
北京首都国际机场	21:25	
长春龙嘉国际机场	19:15	长春到北京
北京首都国际机场	21:05	
乌鲁木齐地窝堡国际机场	19:15	乌鲁木齐到北京
北京首都国际机场	23:15	
乌鲁木齐地窝堡国际机场	19:15	乌鲁木齐到北京
北京首都国际机场	22:55	
长春龙嘉国际机场	19:15	长春到北京
北京首都国际机场	21:05	
乌鲁木齐地窝堡国际机场	19:15	乌鲁木齐到北京
北京首都国际机场	23:15	
乌鲁木齐地窝堡国际机场	19:15	乌鲁木齐到北京
北京首都国际机场	22:55	
乌鲁木齐地窝堡国际机场	19:15	乌鲁木齐到北京
北京首都国际机场	23:15	
乌鲁木齐地窝堡国际机场	19:15	乌鲁木齐到北京
北京首都国际机场	22:55	
哈尔滨太平国际机场	19:15	哈尔滨到北京
北京首都国际机场	21:25	
重庆江北国际机场	19:20	重庆到北京
北京首都国际机场	22:00	
南宁吴圩国际机场	19:20	南宁到北京
北京首都国际机场	22:45	
南宁吴圩国际机场	19:20	南宁到北京
北京首都国际机场	23:00	
兰州中川机场	19:20	兰州到北京
北京首都国际机场	21:40	
兰州中川机场	19:20	兰州到北京
北京首都国际机场	21:40	
重庆江北国际机场	19:20	重庆到北京
北京首都国际机场	22:00	
重庆江北国际机场	19:20	重庆到北京
北京首都国际机场	22:00	
南宁吴圩国际机场	19:20	南宁到北京
北京首都国际机场	22:45	
南宁吴圩国际机场	19:20	南宁到北京
北京首都国际机场	23:00	
深圳宝安国际机场	19:25	深圳到北京
北京首都国际机场	0:30	
深圳宝安国际机场	19:25	深圳到北京
北京首都国际机场	0:30	
深圳宝安国际机场	19:25	深圳到北京
北京首都国际机场	0:30	
三亚凤凰国际机场	19:25	三亚到北京
北京首都国际机场	23:35	
宜宾菜坝机场	19:25	宜宾到北京
北京首都国际机场	22:25	
贵阳龙洞堡国际机场	19:25	贵阳到北京
北京首都国际机场	22:20	
长春龙嘉国际机场	19:25	长春到北京
北京首都国际机场	21:20	
武汉天河国际机场	19:25	武汉到北京
北京首都国际机场	21:35	
贵阳龙洞堡国际机场	19:25	贵阳到北京
北京首都国际机场	22:20	
南昌昌北国际机场	19:40	南昌到北京
北京首都国际机场	21:55	
南昌昌北国际机场	19:40	南昌到北京
北京首都国际机场	22:05	
南昌昌北国际机场	19:40	南昌到北京
北京首都国际机场	22:10	
沈阳桃仙国际机场	19:40	沈阳到北京
北京首都国际机场	21:20	
南昌昌北国际机场	19:40	南昌到北京
北京首都国际机场	21:55	
南昌昌北国际机场	19:40	南昌到北京
北京首都国际机场	22:05	
南昌昌北国际机场	19:40	南昌到北京
北京首都国际机场	22:10	
南宁吴圩国际机场	19:40	南宁到北京
北京首都国际机场	23:00	
南宁吴圩国际机场	19:40	南宁到北京
北京首都国际机场	23:05	
杭州萧山国际机场	19:40	杭州到北京
北京首都国际机场	22:00	
湛江机场	19:45	湛江到北京
北京首都国际机场	23:25	
湛江机场	19:45	湛江到北京
北京首都国际机场	23:25	
武汉天河国际机场	19:50	武汉到北京
北京首都国际机场	23:35	
张家界荷花机场	19:50	张家界到北京
北京首都国际机场	0:10	
武汉天河国际机场	19:50	武汉到北京
北京首都国际机场	23:35	
烟台蓬莱国际机场	19:50	烟台到北京
北京首都国际机场	21:10	
武汉天河国际机场	19:50	武汉到北京
北京首都国际机场	21:55	
烟台蓬莱国际机场	19:50	烟台到北京
北京首都国际机场	21:10	
武汉天河国际机场	19:50	武汉到北京
北京首都国际机场	21:55	
重庆江北国际机场	19:55	重庆到北京
北京首都国际机场	22:40	
上海虹桥国际机场	19:55	上海到北京
北京首都国际机场	22:10	
哈尔滨太平国际机场	19:55	哈尔滨到北京
北京首都国际机场	22:20	
三亚凤凰国际机场	19:55	三亚到北京
北京首都国际机场	0:05	
三亚凤凰国际机场	19:55	三亚到北京
北京首都国际机场	0:15	
三亚凤凰国际机场	19:55	三亚到北京
北京首都国际机场	23:55	
舟山普陀山机场	19:55	舟山到北京
北京首都国际机场	22:25	
重庆江北国际机场	19:55	重庆到北京
北京首都国际机场	22:40	
三亚凤凰国际机场	19:55	三亚到北京
北京首都国际机场	0:05	
三亚凤凰国际机场	19:55	三亚到北京
北京首都国际机场	0:15	
三亚凤凰国际机场	19:55	三亚到北京
北京首都国际机场	23:55	
舟山普陀山机场	19:55	舟山到北京
北京首都国际机场	22:25	
舟山普陀山机场	19:55	舟山到北京
北京首都国际机场	22:25	
重庆江北国际机场	19:55	重庆到北京
北京首都国际机场	22:40	
哈尔滨太平国际机场	19:55	哈尔滨到北京
北京首都国际机场	22:20	
重庆江北国际机场	19:55	重庆到北京
北京首都国际机场	22:40	
上海虹桥国际机场	19:55	上海到北京
北京首都国际机场	22:10	
哈尔滨太平国际机场	19:55	哈尔滨到北京
北京首都国际机场	22:20	
南通兴东国际机场	20:00	南通到北京
北京首都国际机场	22:15	
上海虹桥国际机场	20:00	上海到北京
北京首都国际机场	22:10	
无锡苏南硕放国际机场	20:00	无锡到北京
北京首都国际机场	22:05	
南通兴东国际机场	20:00	南通到北京
